Genus	Species	ProteomeID	Description	taxaID	ReleaseDate	ProteinCount
Methylacidiphilum	infernorum	UP000009149	Methylacidiphilum infernorum (isolate V4) (Methylokorus infernorum (strain V4))	481448	2015-04-09	2470
Methylibium	petroleiphilum	UP000000366	Methylibium petroleiphilum (strain PM1)	420662	2015-04-13	4359
Methylobacillus	flagellatus	UP000002440	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875)	265072	2015-04-09	2609
Methylobacterium	sp.	UP000001185	Methylobacterium sp. (strain 4-46)	426117	2015-04-13	6647
Methylobacterium	extorquens	UP000008546	Methylobacterium extorquens (strain PA1)	419610	2015-04-09	4822
Methylobacterium	nodulans	UP000008207	Methylobacterium nodulans (strain ORS2060 / LMG 21967)	460265	2015-04-13	8128
Methylobacterium	populi	UP000007136	Methylobacterium populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001)	441620	2015-04-13	5325
Methylobacterium	radiotolerans	UP000006589	Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831)	426355	2015-04-13	6388
Methylocella	silvestris	UP000002257	Methylocella silvestris (strain BL2 / DSM 15510 / NCIMB 13906)	395965	2015-04-09	3816
Methylococcus	capsulatus	UP000006821	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	243233	2015-04-13	2925
Methylomicrobium	alcaliphilum	UP000008315	Methylomicrobium alcaliphilum (strain DSM 19304 / NCIMB 14124 / VKM B-2133 / 20Z)	1091494	2015-04-13	4041
Methylomonas	methanica	UP000008888	Methylomonas methanica (strain MC09)	857087	2015-04-10	4435
Methylophaga	nitratireducenticrescens	UP000009144	Methylophaga nitratireducenticrescens (strain ATCC BAA-2433 / DSM 25689 / JAM1)	754476	2015-04-10	3011
Methylotenera	mobilis	UP000002742	Methylotenera mobilis (strain JLW8 / ATCC BAA-1282 / DSM 17540)	583345	2015-04-09	2334
Methylovorus	sp.	UP000007036	Methylovorus sp. (strain MP688)	887061	2015-06-04	2709
Methylovorus	glucosetrophus	UP000002743	Methylovorus glucosetrophus (strain SIP3-4)	582744	2015-04-09	2907
Microbacterium	testaceum	UP000008975	Microbacterium testaceum (strain StLB037)	979556	2015-06-05	3671
Microcystis	aeruginosa	UP000001510	Microcystis aeruginosa (strain NIES-843)	449447	2015-06-05	5981
Micromonospora	sp.	UP000008685	Micromonospora sp. (strain L5)	648999	2015-06-04	6129
Micromonospora	aurantiaca	UP000001908	Micromonospora aurantiaca (strain ATCC 27029 / DSM 43813 / JCM 10878 / NBRC 16125 / INA 9442)	644283	2015-06-06	6204
Midichloria	mitochondrii	UP000006639	Midichloria mitochondrii (strain IricVA)	696127	2015-04-10	1181
Mixia	osmundae	UP000009131	Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970)	764103	2015-04-10	6725
Mobiluncus	curtisii	UP000006742	Mobiluncus curtisii (strain ATCC 43063 / DSM 2711 / V125) (Falcivibrio vaginalis)	548479	2015-05-03	1904
Monodelphis	domestica	UP000002280	Monodelphis domestica (Gray short-tailed opossum)	13616	2015-04-13	22243
Monosiga	brevicollis	UP000001357	Monosiga brevicollis (Choanoflagellate)	81824	2015-04-09	9188
Moorella	thermoacetica	UP000007053	Moorella thermoacetica (strain ATCC 39073)	264732	2015-04-09	2451
Moranella	endobia	UP000000504	Moranella endobia (strain PCIT)	903503	2015-04-10	405
Moraxella	catarrhalis	UP000000930	Moraxella catarrhalis (strain RH4)	749219	2015-04-09	1881
Mucor	circinelloides	UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)	1220926	2015-04-13	12143
Muricauda	ruestringensis	UP000008908	Muricauda ruestringensis (strain DSM 13258 / LMG 19739 / B1)	886377	2015-04-10	3425
Mus	musculus	UP000000589	Mus musculus (Mouse)	10090	2015-06-07	46452
Musa	acuminata	UP000012960	Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)	214687	2015-04-13	36474
Mustela	putorius	UP000000715	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	2015-05-10	20055
Mycobacterium	vanbaalenii	UP000009159	Mycobacterium vanbaalenii (strain DSM 7251 / PYR-1)	350058	2015-06-05	5902
Mycobacterium	abscessus	UP000007137	Mycobacterium abscessus (strain ATCC 19977 / DSM 44196)	561007	2015-05-03	4940
Mycobacterium	avium	UP000001574	Mycobacterium avium (strain 104)	243243	2015-06-04	5040
Mycobacterium	bovis	UP000002205	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	561275	2015-06-04	3906
Mycobacterium	canettii	UP000008896	Mycobacterium canettii (strain CIPT 140010059)	1048245	2015-05-03	3837
Mycobacterium	gilvum	UP000000232	Mycobacterium gilvum (strain PYR-GCK) (Mycobacterium flavescens (strain ATCC 700033 / PYR-GCK))	350054	2015-05-03	5499
Mycobacterium	leprae	UP000000806	Mycobacterium leprae (strain TN)	272631	2015-05-03	1603
Mycobacterium	marinum	UP000001190	Mycobacterium marinum (strain ATCC BAA-535 / M)	216594	2015-06-05	5418
Mycobacterium	paratuberculosis	UP000000580	Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10)	262316	2015-05-03	4316
Mycobacterium	smegmatis	UP000006158	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	246196	2015-05-03	6585
Mycobacterium	sp.	UP000001972	Mycobacterium sp. (strain MCS)	164756	2015-06-04	5588
Mycobacterium	tuberculosis	UP000001584	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332	2015-06-06	3991
Mycobacterium	ulcerans	UP000000765	Mycobacterium ulcerans (strain Agy99)	362242	2015-05-03	4206
Mycoplasma	synoviae	UP000000549	Mycoplasma synoviae (strain 53)	262723	2015-04-29	679
Mycoplasma	agalactiae	UP000007065	Mycoplasma agalactiae (strain PG2)	347257	2015-04-24	726
Mycoplasma	arthritidis	UP000008812	Mycoplasma arthritidis (strain 158L3-1)	243272	2015-04-22	631
Mycoplasma	bovis	UP000000498	Mycoplasma bovis (strain Hubei-1)	956483	2015-06-04	791
Mycoplasma	capricolum	UP000001928	Mycoplasma capricolum subsp. capricolum (strain California kid / ATCC 27343 / NCTC 10154)	340047	2015-06-07	812
Mycoplasma	conjunctivae	UP000001491	Mycoplasma conjunctivae (strain ATCC 25834 / HRC/581 / NCTC 10147)	572263	2015-04-24	695
Mycoplasma	crocodyli	UP000001845	Mycoplasma crocodyli (strain ATCC 51981 / MP145)	512564	2015-04-24	689
Mycoplasma	fermentans	UP000007473	Mycoplasma fermentans (strain M64)	943945	2015-06-04	962
Mycoplasma	gallisepticum	UP000001813	Mycoplasma gallisepticum (strain R(high / passage 156))	710128	2015-06-04	763
Mycoplasma	genitalium	UP000000807	Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195)	243273	2015-04-13	483
Mycoplasma	haemocanis	UP000009135	Mycoplasma haemocanis (strain Illinois)	1111676	2015-04-24	1175
Mycoplasma	haemofelis	UP000008637	Mycoplasma haemofelis (strain Langford 1) (Haemobartonella felis)	941640	2015-04-24	1545
Mycoplasma	hominis	UP000002631	Mycoplasma hominis (strain ATCC 23114 / NBRC 14850 / NCTC 10111 / PG21)	347256	2015-04-13	529
Mycoplasma	hyopneumoniae	UP000000548	Mycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110)	262719	2015-04-24	671
Mycoplasma	hyorhinis	UP000008738	Mycoplasma hyorhinis (strain MCLD)	936139	2015-06-04	777
Mycoplasma	leachii	UP000008712	Mycoplasma leachii (strain DSM 21131 / NCTC 10133 / N29 / PG50)	880447	2015-04-24	880
Mycoplasma	mobile	UP000009072	Mycoplasma mobile (strain ATCC 43663 / 163K / NCTC 11711)	267748	2015-04-13	628
Mycoplasma	mycoides	UP000001016	Mycoplasma mycoides subsp. mycoides SC (strain PG1)	272632	2015-04-13	978
Mycoplasma	penetrans	UP000002522	Mycoplasma penetrans (strain HF-2)	272633	2015-04-13	1028
Mycoplasma	pneumoniae	UP000000808	Mycoplasma pneumoniae (strain ATCC 29342 / M129)	272634	2015-04-13	687
Mycoplasma	pulmonis	UP000000528	Mycoplasma pulmonis (strain UAB CTIP)	272635	2015-04-24	778
Mycoplasma	putrefaciens	UP000008907	Mycoplasma putrefaciens (strain ATCC 15718 / NCTC 10155 / C30 KS-1 / KS-1)	743965	2015-06-04	650
Mycoplasma	suis	UP000007484	Mycoplasma suis (strain Illinois)	768700	2015-04-24	844
Mycosphaerella	graminicola	UP000008062	Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici)	336722	2015-04-13	10972
Myotis	lucifugus	UP000001074	Myotis lucifugus (Little brown bat)	59463	2015-05-10	20651
Myxococcus	xanthus	UP000002402	Myxococcus xanthus (strain DK 1622)	246197	2015-04-09	7314
Myxococcus	fulvus	UP000000488	Myxococcus fulvus (strain ATCC BAA-855 / HW-1)	483219	2015-04-10	7228
Nakamurella	multipartita	UP000002218	Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / JCM 9543 / Y-104) (Microsphaera multipartita)	479431	2015-05-03	5123
Nanoarchaeum	equitans	UP000000578	Nanoarchaeum equitans (strain Kin4-M)	228908	2015-04-09	536
Natranaerobius	thermophilus	UP000001683	Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF)	457570	2015-04-09	2847
Natrialba	magadii	UP000001879	Natrialba magadii (strain ATCC 43099 / DSM 3394 / NCIMB 2190 / MS3) (Natronobacterium magadii)	547559	2015-05-03	4211
Natronomonas	pharaonis	UP000002698	Natronomonas pharaonis (strain ATCC 35678 / DSM 2160) (Halobacterium pharaonis)	348780	2015-04-13	2765
Nautilia	profundicola	UP000000448	Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH)	598659	2015-04-09	1730
Nectria	haematococca	UP000005206	Nectria haematococca (strain 77-13-4 / ATCC MYA-4622 / FGSC 9596 / MPVI) (Fusarium solani subsp. pisi)	660122	2015-04-09	15709
Neisseria	meningitidis	UP000007481	Neisseria meningitidis serogroup B (strain M04-240196)	935593	2015-04-13	1910
Neisseria	gonorrhoeae	UP000002564	Neisseria gonorrhoeae (strain NCCP11945)	521006	2015-04-09	2595
Nematostella	vectensis	UP000001593	Nematostella vectensis (Starlet sea anemone)	45351	2015-04-13	24435
Neorickettsia	sennetsu	UP000001942	Neorickettsia sennetsu (strain Miyayama)	222891	2015-04-09	932
Neorickettsia	risticii	UP000001627	Neorickettsia risticii (strain Illinois)	434131	2015-04-09	898
Neosartorya	fumigata	UP000002530	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	330879	2015-04-13	9649
Neosartorya	fischeri	UP000006702	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	331117	2015-04-13	10414
Neurospora	tetrasperma	UP000008513	Neurospora tetrasperma (strain FGSC 2509 / P0656)	510952	2015-04-10	11177
Neurospora	crassa	UP000001805	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	2015-04-13	10258
Niastella	koreensis	UP000005438	Niastella koreensis (strain DSM 17620 / KACC 11465 / GR20-10)	700598	2015-04-10	7171
Nitratiruptor	sp.	UP000001118	Nitratiruptor sp. (strain SB155-2)	387092	2015-04-09	1843
Nitrobacter	winogradskyi	UP000002531	Nitrobacter winogradskyi (strain Nb-255 / ATCC 25391)	323098	2015-04-09	2980
Nitrobacter	hamburgensis	UP000001953	Nitrobacter hamburgensis (strain X14 / DSM 10229)	323097	2015-04-13	4243
Nitrosococcus	watsoni	UP000000393	Nitrosococcus watsoni (strain C-113)	105559	2015-04-13	2880
Nitrosococcus	halophilus	UP000001844	Nitrosococcus halophilus (strain Nc4)	472759	2015-04-09	3770
Nitrosococcus	oceani	UP000006838	Nitrosococcus oceani (strain ATCC 19707 / NCIMB 11848)	323261	2015-04-09	2995
Nitrosomonas	eutropha	UP000001966	Nitrosomonas eutropha (strain C91)	335283	2015-04-13	2473
Nitrosomonas	europaea	UP000001416	Nitrosomonas europaea (strain ATCC 19718 / NBRC 14298)	228410	2015-04-13	2375
Nitrosopumilus	maritimus	UP000000792	Nitrosopumilus maritimus (strain SCM1)	436308	2015-04-09	1795
Nitrososphaera	gargensis	UP000008037	Nitrososphaera gargensis (strain Ga9.2)	1237085	2015-05-03	3523
Nitrosospira	multiformis	UP000002718	Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849)	323848	2015-04-13	2732
Nocardia	farcinica	UP000006820	Nocardia farcinica (strain IFM 10152)	247156	2015-05-03	5941
Nocardia	cyriacigeorgica	UP000008190	Nocardia cyriacigeorgica (strain GUH-2)	1127134	2015-05-03	5473
Nocardioides	sp.	UP000000640	Nocardioides sp. (strain BAA-499 / JS614)	196162	2015-05-03	4888
Nocardiopsis	dassonvillei	UP000002219	Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / IMRU 509 / JCM 7437 / NCTC 10488) (Actinomadura dassonvillei)	446468	2015-05-03	5497
Nocardiopsis	alba	UP000003779	Nocardiopsis alba (strain ATCC BAA-2165 / BE74)	1205910	2015-05-03	5500
Nomascus	leucogenys	UP000001073	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	2015-04-13	19733
Nostoc	sp.	UP000002483	Nostoc sp. (strain PCC 7120 / UTEX 2576)	103690	2015-04-13	6070
Nostoc	azollae	UP000001511	Nostoc azollae (strain 0708) (Anabaena azollae (strain 0708))	551115	2015-04-09	3646
Nostoc	punctiforme	UP000001191	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	63737	2015-04-13	6573
Novosphingobium	aromaticivorans	UP000009134	Novosphingobium aromaticivorans (strain DSM 12444 / F199)	279238	2015-04-13	3917
Oceanimonas	sp.	UP000007742	Oceanimonas sp. (strain GK1)	511062	2015-04-10	3190
Oceanobacillus	iheyensis	UP000000822	Oceanobacillus iheyensis (strain DSM 14371 / JCM 11309 / KCTC 3954 / HTE831)	221109	2015-04-13	3490
Ochrobactrum	anthropi	UP000002301	Ochrobactrum anthropi (strain ATCC 49188 / DSM 6882 / NCTC 12168)	439375	2015-04-13	4757
Odoribacter	splanchnicus	UP000006657	Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / JCM 15291 / NCTC 10825 / 1651/6) (Bacteroides splanchnicus)	709991	2015-04-10	3479
Oenococcus	oeni	UP000000774	Oenococcus oeni (strain ATCC BAA-331 / PSU-1)	203123	2015-04-09	1682
Oligotropha	carboxidovorans	UP000007730	Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 / OM5)	504832	2015-04-10	3624
Onion	yellows	UP000002523	Onion yellows phytoplasma (strain OY-M)	262768	2015-04-09	730
Opitutus	terrae	UP000007013	Opitutus terrae (strain DSM 11246 / PB90-1)	452637	2015-04-09	4588
Oreochromis	niloticus	UP000005207	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	8128	2015-04-13	26756
Orientia	tsutsugamushi	UP000001033	Orientia tsutsugamushi (strain Ikeda) (Rickettsia tsutsugamushi)	334380	2015-04-13	1648
Ornithorhynchus	anatinus	UP000002279	Ornithorhynchus anatinus (Duckbill platypus)	9258	2015-04-13	23552
Oryctolagus	cuniculus	UP000001811	Oryctolagus cuniculus (Rabbit)	9986	2015-04-13	21175
Oryza	sativa	UP000000763	Oryza sativa subsp. japonica (Rice)	39947	2015-05-15	63007
Oryza	brachyantha	UP000006038	Oryza brachyantha	4533	2015-05-04	31989
Oryza	glaberrima	UP000007306	Oryza glaberrima (African rice)	4538	2015-05-04	31807
Oryzias	latipes	UP000001038	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	2015-04-13	24634
Ostreococcus	tauri	UP000009170	Ostreococcus tauri	70448	2015-05-15	7755
Ostreococcus	lucimarinus	UP000001568	Ostreococcus lucimarinus (strain CCE9901)	436017	2015-05-15	7403
Otolemur	garnettii	UP000005225	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	2015-05-10	19931
Ovis	aries	UP000002356	Ovis aries (Sheep)	9940	2015-04-13	23112
Owenweeksia	hongkongensis	UP000005631	Owenweeksia hongkongensis (strain DSM 17368 / JCM 12287 / NRRL B-23963)	926562	2015-04-10	3471
Paenibacillus	terrae	UP000005876	Paenibacillus terrae (strain HPL-003)	985665	2015-06-07	5517
Paenibacillus	mucilaginosus	UP000006620	Paenibacillus mucilaginosus (strain KNP414)	1036673	2015-06-07	7781
Paenibacillus	polymyxa	UP000006868	Paenibacillus polymyxa (strain SC2) (Bacillus polymyxa)	886882	2015-05-10	5377
Paenibacillus	sp.	UP000002510	Paenibacillus sp. (strain JDR-2)	324057	2015-04-09	6210
Paludibacter	propionicigenes	UP000008718	Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4)	694427	2015-04-09	3020
Pan	troglodytes	UP000002277	Pan troglodytes (Chimpanzee)	9598	2015-04-13	20132
Pantoea	vagans	UP000006631	Pantoea vagans (strain C9-1) (Pantoea agglomerans (strain C9-1))	712898	2015-06-04	4590
Pantoea	ananatis	UP000001702	Pantoea ananatis (strain LMG 20103)	706191	2015-06-03	4241
Pantoea	sp.	UP000001624	Pantoea sp. (strain At-9b)	592316	2015-04-13	5760
Parabacteroides	distasonis	UP000000566	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / NCTC 11152)	435591	2015-04-13	3830
Parachlamydia	acanthamoebae	UP000000495	Parachlamydia acanthamoebae (strain UV7)	765952	2015-04-10	2784
Paracoccus	denitrificans	UP000000361	Paracoccus denitrificans (strain Pd 1222)	318586	2015-04-13	5019
Parvibaculum	lavamentivorans	UP000006377	Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966)	402881	2015-04-09	3580
Parvularcula	bermudensis	UP000001302	Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087)	314260	2015-04-09	2687
Pasteurella	multocida	UP000000809	Pasteurella multocida (strain Pm70)	272843	2015-04-13	2015
Pectobacterium	wasabiae	UP000000315	Pectobacterium wasabiae (strain WPP163)	561231	2015-04-19	4431
Pectobacterium	atrosepticum	UP000007966	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	218491	2015-04-09	4459
Pectobacterium	carotovorum	UP000002736	Pectobacterium carotovorum subsp. carotovorum (strain PC1)	561230	2015-04-09	4245
Pediculus	humanus	UP000009046	Pediculus humanus subsp. corporis (Body louse)	121224	2015-04-09	10763
Pediococcus	pentosaceus	UP000000773	Pediococcus pentosaceus (strain ATCC 25745 / 183-1w)	278197	2015-04-09	1755
Pediococcus	claussenii	UP000005444	Pediococcus claussenii (strain ATCC BAA-344 / DSM 14800 / JCM 18046 / KCTC 3811 / P06)	701521	2015-04-13	1877
Pedobacter	saltans	UP000000310	Pseudopedobacter saltans (strain ATCC 51119 / DSM 12145 / JCM 21818 / LMG 10337 / NBRC 100064 / NCIMB 13643) (Pedobacter saltans)	762903	2015-05-08	3780
Pedobacter	heparinus	UP000000852	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	485917	2015-04-09	4249
Pelagibacter	ubique	UP000002528	Pelagibacter ubique (strain HTCC1062)	335992	2015-06-03	1354
Pelagibacter	sp.	UP000009181	Pelagibacter sp. (strain IMCC9063)	1002672	2015-06-03	1447
Pelagibacterium	halotolerans	UP000008850	Pelagibacterium halotolerans (strain JCM 15775 / CGMCC 1.7692 / B2)	1082931	2015-04-10	3875
Pelobacter	propionicus	UP000006732	Pelobacter propionicus (strain DSM 2379)	338966	2015-04-13	3694
Pelobacter	carbinolicus	UP000002534	Pelobacter carbinolicus (strain DSM 2380 / Gra Bd 1)	338963	2015-04-09	3292
Pelodictyon	phaeoclathratiforme	UP000002724	Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1)	324925	2015-04-09	2685
Pelodictyon	luteolum	UP000002709	Pelodictyon luteolum (strain DSM 273) (Chlorobium luteolum (strain DSM 273))	319225	2015-04-13	2075
Pelotomaculum	thermopropionicum	UP000006556	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	370438	2015-04-13	2884
Penicillium	chrysogenum	UP000000724	Penicillium chrysogenum (strain ATCC 28089 / DSM 1075 / Wisconsin 54-1255) (Penicillium notatum)	500485	2015-04-13	12788
Peptoclostridium	difficile	UP000002070	Peptoclostridium difficile (strain R20291) (Clostridium difficile)	645463	2015-04-13	3505
Persephonella	marina	UP000001366	Persephonella marina (strain DSM 14350 / EX-H1)	123214	2015-04-09	2048
Petrotoga	mobilis	UP000000789	Petrotoga mobilis (strain DSM 10674 / SJ95)	403833	2015-05-03	1890
Phaeosphaeria	nodorum	UP000001055	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Septoria nodorum)	321614	2015-04-13	15998
Phenylobacterium	zucineum	UP000001868	Phenylobacterium zucineum (strain HLK1)	450851	2015-04-13	3838
Photobacterium	profundum	UP000000593	Photobacterium profundum (Photobacterium sp. (strain SS9))	74109	2015-04-13	5328
Photorhabdus	luminescens	UP000002514	Photorhabdus luminescens subsp. laumondii (strain TT01)	243265	2015-04-13	4556
Photorhabdus	asymbiotica	UP000002747	Photorhabdus asymbiotica subsp. asymbiotica (strain ATCC 43949 / 3105-77) (Xenorhabdus luminescens (strain 2))	553480	2015-04-13	4350
Physcomitrella	patens	UP000006727	Physcomitrella patens subsp. patens (Moss)	3218	2015-05-15	34837
Phytophthora	infestans	UP000006643	Phytophthora infestans (strain T30-4) (Potato late blight fungus)	403677	2015-04-09	17609
Phytoplasma	mali	UP000002020	Phytoplasma mali (strain AT)	482235	2015-04-09	448
Phytoplasma	australiense	UP000013941	Strawberry lethal yellows phytoplasma (CPA) str. NZSb11	980422	2015-04-13	977
Picrophilus	torridus	UP000000438	Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828)	263820	2015-04-09	1535
Piriformospora	indica	UP000007148	Piriformospora indica (strain DSM 11827)	1109443	2015-04-13	11780
Planctomyces	limnophilus	UP000002220	Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / 290) (Planctomyces limnophilus)	521674	2015-06-03	4258
Plasmodium	falciparum	UP000001450	Plasmodium falciparum (isolate 3D7)	36329	2015-04-13	5353
Polaromonas	sp.	UP000001983	Polaromonas sp. (strain JS666 / ATCC BAA-500)	296591	2015-04-13	5437
Polaromonas	naphthalenivorans	UP000000644	Polaromonas naphthalenivorans (strain CJ2)	365044	2015-04-13	4879
Polymorphum	gilvum	UP000008130	Polymorphum gilvum (strain LMG 25793 / CGMCC 1.9160 / SL003B-26A1)	991905	2015-04-13	4354
Polynucleobacter	necessarius	UP000000231	Polynucleobacter necessarius subsp. asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1)	312153	2015-04-09	2074
Pongo	abelii	UP000001595	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	2015-04-13	22872
Populus	trichocarpa	UP000006729	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	3694	2015-05-15	44466
Porphyromonas	gingivalis	UP000000588	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	242619	2015-04-13	1863
Porphyromonas	asaccharolytica	UP000006545	Porphyromonas asaccharolytica (strain ATCC 25260 / DSM 20707 / VPI 4198) (Bacteroides asaccharolyticus)	879243	2015-04-22	1672
Postia	placenta	UP000001743	Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)	561896	2015-04-09	8983
Prevotella	ruminicola	UP000000927	Prevotella ruminicola (strain ATCC 19189 / JCM 8958 / 23)	264731	2015-04-09	2761
Pristionchus	pacificus	UP000005239	Pristionchus pacificus (Parasitic nematode)	54126	2015-05-10	29080
Prochlorococcus	marinus	UP000002535	Prochlorococcus marinus (strain NATL2A)	59920	2015-04-09	2142
Propionibacterium	propionicum	UP000003118	Propionibacterium propionicum (strain F0230a)	767029	2015-05-03	2931
Propionibacterium	acnes	UP000008987	Propionibacterium acnes (strain SK137)	553199	2015-05-03	2347
Prosthecochloris	vibrioformis	UP000006700	Prosthecochloris vibrioformis (strain DSM 265) (Chlorobium vibrioforme subsp. thiosulfatophilum (strain DSM 265)) (Chlorobium phaeovibrioides (strain DSM 265))	290318	2015-04-09	1750
Prosthecochloris	aestuarii	UP000002725	Prosthecochloris aestuarii (strain DSM 271 / SK 413)	290512	2015-04-09	2319
Proteus	mirabilis	UP000008319	Proteus mirabilis (strain HI4320)	529507	2015-06-04	3661
Protochlamydia	amoebophila	UP000000529	Protochlamydia amoebophila (strain UWE25)	264201	2015-04-13	2023
Providencia	stuartii	UP000005012	Providencia stuartii (strain MRSN 2154)	1157951	2015-06-03	4220
Pseudoalteromonas	sp.	UP000007933	Pseudoalteromonas sp. (strain SM9913)	234831	2015-04-13	3696
Pseudoalteromonas	atlantica	UP000001981	Pseudoalteromonas atlantica (strain T6c / ATCC BAA-1087)	342610	2015-04-09	4271
Pseudoalteromonas	haloplanktis	UP000006843	Pseudoalteromonas haloplanktis (strain TAC 125)	326442	2015-04-13	3484
Pseudomonas	syringae	UP000000426	Pseudomonas syringae pv. syringae (strain B728a)	205918	2015-06-03	5071
Pseudomonas	aeruginosa	UP000002438	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	208964	2015-04-13	5563
Pseudomonas	brassicacearum	UP000006692	Pseudomonas brassicacearum (strain NFM421)	994484	2015-06-04	6081
Pseudomonas	entomophila	UP000000658	Pseudomonas entomophila (strain L48)	384676	2015-06-04	5126
Pseudomonas	fluorescens	UP000002704	Pseudomonas fluorescens (strain Pf0-1)	205922	2015-04-13	5712
Pseudomonas	fulva	UP000000686	Pseudomonas fulva (strain 12-X)	743720	2015-06-04	4459
Pseudomonas	mendocina	UP000000229	Pseudomonas mendocina (strain ymp)	399739	2015-06-04	4563
Pseudomonas	putida	UP000000720	Pseudomonas putida (strain W619)	390235	2015-06-03	5179
Pseudomonas	stutzeri	UP000000233	Pseudomonas stutzeri (strain A1501)	379731	2015-04-13	4092
Pseudonocardia	dioxanivorans	UP000007809	Pseudonocardia dioxanivorans (strain ATCC 55486 / DSM 44775 / JCM 13855 / CB1190)	675635	2015-05-03	6620
Pseudovibrio	sp.	UP000005634	Pseudovibrio sp. (strain FO-BEG1)	911045	2015-04-10	5456
Pseudoxanthomonas	suwonensis	UP000008632	Pseudoxanthomonas suwonensis (strain 11-1)	743721	2015-04-29	3068
Psychrobacter	sp.	UP000001993	Psychrobacter sp. (strain PRwf-1)	349106	2015-04-09	2339
Psychrobacter	arcticus	UP000000546	Psychrobacter arcticus (strain DSM 17307 / 273-4)	259536	2015-04-09	2099
Psychrobacter	cryohalolentis	UP000002425	Psychrobacter cryohalolentis (strain K5)	335284	2015-04-09	2495
Psychromonas	ingrahamii	UP000000639	Psychromonas ingrahamii (strain 37)	357804	2015-04-09	3530
Puccinia	graminis	UP000008783	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)	418459	2015-04-09	15808
Puniceispirillum	marinum	UP000007460	Puniceispirillum marinum (strain IMCC1322)	488538	2015-04-09	2545
Pusillimonas	sp.	UP000008737	Pusillimonas sp. (strain T7-7)	1007105	2015-04-10	3751
Pyrobaculum	oguniense	UP000009062	Pyrobaculum oguniense (strain DSM 13380 / JCM 10595 / TE7)	698757	2015-04-10	2833
